gene1,4.4531412652402995,2.112322441544113,0.2903957894999376,7.45689906880188,2.2259980683414726,4.748252545720777,7.28407582262453,0.43895242732458595,2.820376561363558,0.06868831805032838,0.5050567748842594,4.858112693799549,9.436992461154553,1.4888393195757987,6.401980934202152,4.937865463056456,7.8937600307425,6.797825739221581,4.905037312174519,0.5112993803294508,2.4281155092291384,4.7042992640554555,9.40095683526929,2.3391956073551636,9.250908197624044
gene2,1.2100861414497643,5.5980759020993265,3.773195334847561,8.84077097669948,0.3991861139566799,0.6857213223414793,7.010377862537443,2.2014243341431805,9.406068593561063,5.1098084390878,2.7974070821475094,4.71629645693763,4.910608840404081,6.918062029920842,4.815939955762199,2.6719036151197306,8.768628469274011,8.894384101640293,6.584442408238692,0.7458400232846485,2.634285857966839,2.7856813328998076,8.379263940841614,1.8309861858617982,4.215532206717807
gene3,6.406858015979746,3.2161311319819452,3.917963717539169,5.072108082235709,7.7982398149885075,0.5309666566939886,6.911708739905719,3.166099959222881,4.6616413768468,8.741428301641097,6.358986976650466,8.773744398090662,9.099443343472824,4.095639093940411,4.945317288812884,6.469787864344352,6.528731066334382,2.24838419857421,7.825732199910046,6.7406036163756555,9.154723867051061,7.202832475997987,8.555657236841984,9.87033509927293,7.376079585557632
gene4,1.9199354267235225,9.227621742063914,1.0778863614250045,2.2381037200148524,1.9500302556351345,6.544739419181225,4.749237811418933,0.31868447176302217,3.606741611725254,2.3627464047901334,2.3487145678860664,8.529654228217987,5.289333053393136,5.996828151357464,7.323696827394347,1.9062791798489653,7.194121058405517,2.6745824711792743,5.473557550482791,4.037247207634374,2.7410458463975385,1.3439959722507566,2.80515509183029,4.377732735407212,8.795767439518407
gene5,0.6171995542752728,6.5769877986803245,3.613333038813927,8.444987332215042,7.2165928794441045,2.1563245479545468,2.724639655158466,2.913637081547693,0.629176270573889,2.906589310972606,0.45135800020618344,6.5961519027093924,5.776724220721342,9.130483427442357,2.720490888269218,7.368528563375914,5.493934099152668,1.1819964912222425,7.894690571006528,5.4892837866264355,5.956563491409187,8.121173836609712,1.347737775561687,8.22753053308919,8.026071708077048
gene6,4.829681895385534,8.679830657769518,9.664172613195927,1.3983637275908412,4.780718076477553,6.752705515402555,5.344599929712256,8.185595997806617,6.1918326904835155,7.684544953757083,1.0036767497042032,2.80346061584717,7.09651544139068,9.732092246132096,2.650509130296922,7.3115720725360465,9.62167549939063,0.7403258145944702,8.999353763139379,4.904010938973,6.730140924120606,8.459267469519926,6.80360581490703,8.22512352570173,9.027098197749469
gene7,3.0878419670904766,9.681833884619888,6.754807387786352,6.726655903022456,3.3185609598605526,6.730124228077564,5.428503011889722,3.2304439201323776,9.16014018484995,5.498980943845382,0.7293136960091529,7.54520045325093,1.8761420423242914,9.260450948159122,1.4211599898726346,2.902218613534331,1.4944210752925113,5.257572886999011,2.9887765065403515,6.7183900758140975,3.759323762210607,1.2492641206084043,6.738069057845242,8.936434667046866,6.72145898566667
gene8,3.654515279674535,9.20436260960886,4.07628705963433,9.881421618822856,2.3101485362962135,7.545151535221936,3.043386012325219,5.248790654811748,9.856217609904274,8.199709928135878,6.352694256815628,0.913705332130843,1.5302439657865818,7.588502619099293,9.326684479091867,5.862133655656453,3.440978742857218,4.568053303132098,5.733651003419892,1.2281930958459397,3.546748452537395,5.576893942808303,7.145313934013116,3.029180925175395,4.385766588231432
gene9,8.265578237127787,8.363469016390185,2.176867131751874,7.219744952279841,0.7665255199816656,7.074366228919703,8.080847724209955,9.194068728683915,1.3095880969901275,5.543916090731573,4.734147415631905,2.760310365924367,7.192738438904458,4.8372567941258495,7.903699436357145,8.52743316782318,9.00372745556703,3.4791612720851663,0.3057542380033129,8.806244053697249,0.28860849226436724,3.5509366316974713,4.653960448030489,5.164829935371319,3.1756631433295235
gene10,7.762910074742861,1.9613069542477513,1.9936929878771825,6.951052397508942,7.9754903931195,0.05644140313379564,3.5184105338743743,6.34154056122238,7.6688131729644935,5.393502349968954,8.513023636848692,2.584576135850881,5.159182840599298,2.424381923776976,2.84627439783896,9.97060769754912,4.067688370001975,6.637830370778291,3.66388572865582,6.838880530278054,6.337740090683984,9.638606721114968,4.176580004661296,1.4374778899643303,7.989807005830235
